Asheville, 35.5951, -82.5515 
Black Mountain, 35.618, 82.321
Brevard, 35.2334, -82.7343
Chapel Hill, 35.9132, -79.0558
Hendersonville, 35.3187, -82.461
Raleigh, 35.7796, -78.6382
